,Fecha,Medio,Tipo de medio,Título,Resumen,Alcance
688,2025-04-30,EdoMex 99.7 Uniradio,Radio FM,"Deportes, Criterio Noticias","- """"Deporte Universitario:"""" La Universidad Autónoma del Estado de México será sede de los Campeonatos Nacionales Universitarios ANUIES 2025, que incluyen competencias de fútbol rápido y tenis de mesa. Los partidos femeniles comenzarán a las 8:00 a.m. y los varoniles a las 9:30 a.m. en la Unidad Deportiva Licenciado Adolfo López Mateos. El equipo femenil tiene como objetivo llegar al podio, tras haber obtenido el tercer lugar en la Universidad Nacional 2024.
 
 - """"Automovilismo:"""" En el Sport Summit en Ciudad de México, Jorge Abed, presidente de la Federación Internacional de Automovilismo en México, destacó la importancia de la preparación de los oficiales de pista para evitar pausas prolongadas durante las carreras. Se anunció la renovación del Gran Premio de la Ciudad de México hasta 2028, con la posible participación de Sergio ""Checo"" Pérez con la escudería Cadillac a partir de 2025. Michel Jordain, presidente de la Supercopa, resaltó la importancia del automovilismo nacional para la formación de pilotos.
 
 - """"Fútbol - UEFA Champions League:"""" En el partido de semifinales entre Barcelona e Inter de Milán, el encuentro terminó en un empate 3-3. Marcus Thuram y Denzel Dumfries anotaron para el Inter, mientras que Lamin Jamal y Ferran Torres empataron para el Barcelona. Las vueltas de estos partidos se jugarán la próxima semana.",
689,2025-04-30,EdoMex 99.7 Uniradio,Radio FM,"Propuestas de candidatas a la rectoría de la UAEMéx destacan en capacitación docente, autonomía universitaria e inclusión social durante jornadas de promoción y simulacro de sismo en 2025.","Durante las jornadas de promoción y comparecencias institucionales para la sucesión de la rectoría de la UAEMéx, diversas propuestas han sido presentadas por las aspirantes. 
 
 Eréndira Fierro Moreno aboga por mejorar los programas de capacitación intersemestral para docentes y establecer tutorías específicas para estudiantes vulnerables, buscando una formación de calidad que responda a las necesidades actuales. 
 
 Laura Elizabeth Benumea González propone otorgar mayor autonomía al Consejo Universitario y a los directores de espacios académicos, integrando a centros universitarios y de investigación. 
 
 Maricruz Moreno Zagal destaca la importancia de adaptar las modalidades de titulación y vinculación con el mundo laboral en el nuevo modelo educativo. 
 
 Martha Patricia Zarza Delgado busca promover la inclusión de personas en vulnerabilidad, como aquellas con discapacidad o de zonas marginadas. 
 
 En otro contexto, la comunidad de la UAM Express participó en el primer Simulacro Nacional 2025, simulando un sismo de 8.1 grados, con el objetivo de fomentar una cultura de protección civil y establecer puntos de reunión en caso de emergencias. 
 
 La Autónoma mexiquense cuenta con brigadas de seguridad y Protección Civil capacitadas para actuar en situaciones de emergencia.",
690,2025-04-30,Gaceta UABC BC (Sitio),Portales Estatales,"Reflexionan sobre violencia, juventudes y resistencias en América Latina","El pasado 25 de abril, la Facultad de Ciencias Humanas en colaboración con la coordinación de la licenciatura en Sociología en Mexicali, llevó a cabo una de las sesiones del Ciclo Estatal de presentación de obras académicas en las Ciencias Humanas y Sociales, que este año aborda la temática ""Violencias y juventudes en Latinoamérica"", la cual se presentó en la Facultad de Humanidades y Ciencias Sociales del campus Tijuana, donde reconocidas y reconocidos investigadores, dialogaron en torno a las formas contemporáneas de violencia, las juventudes y sus resistencias en América Latina.",4000
691,2025-04-30,107.9 Horizonte,Radio FM,"En entrevista, Delia Montero, profesora de la UAM, habló sobre la revisión de concesiones de agua.","En entrevista, la doctora Delia Montero, profesora investigadora de la Universidad Autónoma Metropolitana (UAM) y coordinadora de la red de agua de dicha universidad, expresó su opinión sobre la revisión de concesiones de agua impulsada por el gobierno de la presidenta Sheinbaum. 
 
 Montero destacó que esta revisión es urgente debido a la falta de control sobre la extracción de agua y la regulación de desechos industriales. Señaló que muchas concesiones se otorgan a prestanombres, lo que oculta la verdadera cantidad de concesiones que posee una empresa. Además, advirtió que la falta de control está llevando a la sobreexplotación de acuíferos, lo que puede provocar intrusión marina y contaminación del agua. 
 
 En cuanto a la agricultura, mencionó que el sector consume una gran cantidad de agua, especialmente en regiones como Sinaloa, y que es necesario implementar tecnologías y mejores regulaciones para evitar el desperdicio. Montero enfatizó que el agua es un recurso de la nación y que es fundamental transparentar la información y mejorar la gestión y regulación del agua para asegurar su sostenibilidad.",626458
692,2025-04-30,HGO La Crónica de Hidalgo,Prensa Estatal,Más de 7 millones participaron en el simulacro sísmico que movilizó a toda la capital,"El escenario hipotético de este simulacro simuló un sismo de magnitud 8.1 con epicentro en Tehuantepec, Oaxaca.",
693,2025-04-30,SLP Plano Informativo,Prensa Estatal,Avanza obra de la UAM y pavimentación de calles,"En un ejercicio de cercanía con la ciudadanía y compromiso con el desarrollo urbano del municipio, el Alcalde Juan Manuel Navarro Muñiz realizó un recorrido de supervisión por dos importantes obras que avanzan de manera simultánea: la pavimentación de calles en la colonia Rivas Guillén Quinto Plano y la construcción de la Unidad Administrativa Municipal.",
694,2025-04-30,Al Momento MX (sitio),Portales Estatales,México retrocede en su reforma laboral,"A seis años de haber iniciado un ambicioso proceso de transformación en el sistema laboral mexicano, con la promesa de empoderar a los trabajadores y transparentar la vida sindical, México enfrenta un preocupante retroceso en su reforma laboral. De acuerdo con especialistas en derecho laboral, el nuevo modelo está siendo debilitado por recortes presupuestarios, falta de voluntad política y el resurgimiento de prácticas del viejo sindicalismo corporativo.",82600
695,2025-04-30,Los Tubos NL (sitio),Portales Estatales,En el Día del Niño y la Niña presentan plataforma ciudadana para vigilar alimentos en las escuelas,"En el Marco de la celebración del Día del Niño y de la Niña, organizaciones ciudadanas que conforman la Alianza por la Salud Alimentaria lanzaron una plataforma digital para dar seguimiento al cumplimiento de la reciente regulación de alimentos y bebidas en todas las escuelas de todo el país; publica Once Noticias.",6400
696,2025-04-30,Semanario Zeta Baja California (sitio),Portales Estatales,"Casi 7 meses después de que Sheinbaum lo anunció, Sergio Salomón sustituye a Garduño en Migración","Sergio Salomón Céspedes Peregrina -gobernador sustituto de Puebla desde el 15 de diciembre de 2022 y militante de Morena- sustituyó a Francisco Garduño Yáñez, en el Instituto Nacional de Migración (INM) -dependiente de la Secretaría de Gobernación (SEGOB)-, la noche del 29 de abril de 2025.",569300
697,2025-04-30,Desinformemonos.org CDMX (sitio),Portales Nacionales,Infancias en riesgo: realidades crudas frente a derechos olvidados,"México es un país de contrastes y la niñez no es la excepción. Mientras algunos infantes crecen rodeados de afecto, educación y oportunidades, otros enfrentan desde temprana edad una serie de carencias y violencias que marcan sus vidas en forma profunda.",34100
698,2025-04-30,EdoMex 99.7 Uniradio,Radio FM,"Resumen Informativo, Criterio 1ra","- El rector de la UAEMex, Carlos Eduardo Barrera Díaz, expresó su respeto hacia la organización estudiantil y llamó al diálogo y la civilidad para atender sus demandas. Esto se produce en un contexto donde la Facultad de Humanidades y Artes ha iniciado un paro de labores tras una consulta estudiantil.
 
 - En la conferencia matutina de la Presidenta Claudia Sheinbaum, el director del IMSS, Zoé Robledo, anunció el inicio de obras para los Centros de Educación y Cuidado Infantil (CECI), destacando su importancia como un derecho para las mujeres trabajadoras.
 
 - El titular de la Comisión Nacional del Agua, Efraín Morales, informó sobre una inversión de más de $30,000 millones en 37 proyectos hídricos para 2025 por parte del gobierno de México.
 
 - En el ámbito local, la gobernadora Delfina Gómez Álvarez visitó a los niños atendidos en diversas áreas del Hospital para el Niño con motivo del Día del Niño y de la Niña.
 
 - Ricardo Moreno Bastida, alcalde de Toluca, asumió el cargo de coordinador estatal de la Asociación de Autoridades Locales de México, con el objetivo de fortalecer la autonomía municipal y promover una gestión centrada en la ciudadanía.
 
 - En la Ciudad de México y municipios conurbados, el programa ""Hoy No Circula"" aplica este miércoles para vehículos con engomado rojo y terminación de placa 3 y 4, con hologramas 1 y 2.",
699,2025-04-30,EdoMex 99.7 Uniradio,Radio FM,"En entrevista, María Dolores Durán García, aspirante a la rectoría de la UAEMex, habló sobre su proyecto.","En entrevista, la doctora María Dolores Durán García, aspirante a la Rectoría de la Universidad Autónoma del Estado de México (UAEMéx) para el periodo 2025-2029, compartió su visión y propuestas.
 
 Durán García visualiza a la UAEMéx como una universidad honesta, transparente y libre de corrupción, destacando su potencial para ser una de las mejores universidades públicas estatales y de América Latina. Propone una reforma integral de la legislación universitaria, iniciando desde el primer día de su administración, mediante mesas de trabajo que involucren a la comunidad universitaria.
 
 Respecto a la gratuidad de la educación, considera que es un proceso gradual que requiere aumentar recursos para becas y fortalecer la vinculación con el sector productivo. Además, plantea un plan de regionalización para adaptar las carreras a las necesidades específicas de los municipios mexiquenses.
 
 Para garantizar la equidad de género, propone un análisis de las denuncias de acoso y violencia de género, así como la creación de un grupo multidisciplinario de apoyo. También sugiere diversificar los programas de becas para incluir a grupos vulnerables, como comunidades indígenas y personas con discapacidad.
 
 Finalmente, Durán García hace un llamado a la participación activa de la comunidad universitaria en el proceso de auscultación para construir una universidad democrática y justa.",
700,2025-04-30,EdoMex 99.7 Uniradio,Radio FM,"En entrevista, María José Bernáldez Aguilar, aspirante a la rectoría de la UAEMéx, habló sobre su proyecto.","En entrevista, la maestra en derecho María José Bernáldez Aguilar, aspirante a la rectoría de la Universidad Autónoma del Estado de México (UAEM), expuso su visión y propuestas para la institución. 
 
 Bernáldez Aguilar visualiza a la UAEM en cuatro años como una universidad transparente, democrática y comprometida con las necesidades locales y globales. Propone una reforma integral y participativa de la legislación universitaria para garantizar procesos claros, estructuras eficientes y una cultura institucional más democrática. También enfatiza la importancia de la gratuidad en la educación superior, pero sin comprometer la calidad ni la sostenibilidad financiera, sugiriendo un modelo colaborativo y gradual para implementarla.
 
 Además, destaca la necesidad de fortalecer la equidad de género y la inclusión de grupos vulnerables, proponiendo políticas específicas y una revisión integral de la normatividad con perspectiva de género. Finalmente, Bernáldez Aguilar hace un llamado a la comunidad universitaria para participar activamente en los procesos democráticos de la institución.
 
 Bernáldez Aguilar agradeció a la comunidad universitaria por su apoyo y expresó su compromiso de promover un ambiente democrático y participativo en la UAEM.",
701,2025-04-30,El Gráfico al Día VER (sitio),Portales Estatales,"Universidades, puentes cívicos para la democracia y derechos humanos","El Dr. Martín Aguilar, destacó la necesidad de vincular el conocimiento académico con los procesos de participación ciudadana y defensa de las garantías fundamentales.",109
702,2025-04-30,La Hoguera (Sitio),Portales Nacionales,Realizan con «éxito» simulacro en CDMX; suenan 99% de altavoces,"El Macrosimulacro 2025 se llevó a cabo con éxito este martes en Ciudad de México (CDMX). En punto de las 11:30 a.m. las alertas de los postes del Centro de Comando, Control, Cómputo, Comunicaciones y Contacto Ciudadano (C5) comenzaron a sonar en el centro de la ciudad, provocando la evacuación de los inmuebles y el paro de actividades en el Zócalo capitalino.",21400
703,2025-04-30,Once noticias (sitio),Portales Nacionales,En el Día del Niño y la Niña presentan plataforma ciudadana para vigilar alimentos en las escuelas,"Las organizaciones ciudadanas lanzaron un sitio en internet para que madres, padres, directivos, docentes y estudiantes reporten la venta de productos prohibidos como refrescos y ultra procesados.",113000
704,2025-04-30,La Prensa,Diario,Alistan marchas por el Día Internacional del Trabajo en CdMx,"Miles de trabajadores agremiados a la Unión Nacional de Trabajadores, la Nueva Central de Trabajadores, entre otros pertenecientes a sindicatos de varios estados del país y de la capital mexicana, marcharán del Monumento a la Revolución hasta el Zócalo capitalino, para conmemorar el 139 aniversario del Día Internacional del Trabajo y 112 en México.",
705,2025-04-30,La Crónica de Oaxaca OAX (sitio),Portales Estatales,Indispensable que las IES tengan un papel relevante ante crisis migratoria,Universidades de América Latina y el Caribe deben fortalecer programas de inclusión educativa para personas migrantes y refugiadas,15000
706,2025-04-30,La Crónica de Hoy,Diario,Simulacro movilizó a más de 7 millones en la CDMX,Simulacro movilizó a más de 7 millones en la CDMX,
707,2025-04-30,Metro,Diario,Simulan colapso,"Cinco minutos después que la alerta sísmica se activó, como parte del Primer Simulacro Nacional 2025, los servicios de emergencia fueron alertados sobre un edificio colapsado en el Centro Histórico.",
708,2025-04-30,La Crónica de Hoy,Diario,"Investigadora de la UAM, finalista en Premio Planeta Frontiers 2025","Investigadora de la UAM, finalista en Premio Planeta Frontiers 2025 
 
 El premio es el máximo galardón global en ciencia para la sostenibilidad. La investigadora se posiciona como finalista por su proyecto de construcción de humedales en la laguna La Piedad",
709,2025-04-30,Reforma,Diario,Resiliencia a prueba,"Resiliencia a prueba
 
 Tras el sonido de la Alerta Sísmica, que se escuchó ayer en 13,858 altavoces, se activaron los protocolos de desalojo como parte de la jornada del Simulacro Nacional. Este año estuvo marcado por un mayor alcance del alertamiento a través de celulares.",
710,2025-04-30,La Crónica de Hoy,Diario,Sube y Baja,"Sosa Científica de la UAM Se posiciona como finalista del premio Planeta Frontiers 2025, siendo la competencia científica más importante. Es la mujer mexicana representante de nuestro país con la propuesta de su proyecto en la construcción de humedales la Laguna la Piedad.",
711,2025-04-30,Entorno Político VER (sitio),Portales Estatales,"Universidades, puentes cívicos para la democracia y derechos humanos","Ciudad de México/ El rector de la Universidad Veracruzana (UV), Martín Aguilar Sánchez participó en la IX Asamblea Regional Caribe, Centroamérica y México de la Unión de Universidades de América Latina y el Caribe (UDUALC), donde hizo un llamado a repensar el papel de las universidades como agentes activos de transformación social.",15000
712,2025-04-30,TV. Azteca MX (sitio),Portales Nacionales,Presuntos ladrones golpean a empleados tras ser descubiertos en robo en Ecatepec,"¡Golpean a trabajadores! En Ecatepec, Estado de México, un grupo de ladrones que fue descubierto en pleno robo agredió a empleados de una tienda como venganza.",55000
713,2025-04-29,UAM CDMX (Sitio),Portales Estatales,"UAM: Casa abierta al tiempo, la cultura y el pensamiento crítico",Número 244,4000
714,2025-04-29,UAM CDMX (Sitio),Portales Estatales,"Infancias, conscientes de la importancia del agua y su cuidado",Número 240,4000
715,2025-04-29,98.5 El Heraldo Radio,Radio FM,"En entrevista, Víctor Manuel Alarcón, profesor investigador de la UAM, habló sobre el periodo ordinario de sesiones.","En entrevista, Víctor Manuel Alarcón, profesor investigador titular en la Universidad Autónoma Metropolitana, unidad Iztapalapa, expresó su opinión sobre el periodo ordinario de sesiones del Congreso. 
 
 Alarcón considera que los resultados han sido desiguales y problemáticos. Destacó la pérdida de impulso legislativo desde el inicio de la actual legislatura, señalando que las reformas significativas, como la del Poder Judicial, han concentrado la agenda política. 
 
 Mencionó que Claudia Sheinbaum logró aprobar cinco reformas constitucionales, de las cuales destacó tres: el apoyo a jóvenes, una respuesta a la amenaza de Donald Trump sobre los cárteles, y la iniciativa antinepotismo y antireelección consecutiva. 
 
 Alarcón también señaló el resquebrajamiento del diálogo interno entre los liderazgos de los partidos, lo que ha afectado la gestión legislativa, a pesar de la mayoría numérica del oficialismo. 
 
 Finalmente, comentó que el próximo periodo extraordinario será crucial para ver cómo se reacomodan las agendas legislativas.",1400000
716,2025-04-29,Otras Voces en Educación MX (sitio),Portales Nacionales,Huelga general educativa en Madrid: piquetes y concentraciones en distintos centros y facultades,"Arranca la huelga general educativa en Madrid con la paralización de numerosos centros educativos de infantil, primaria y secundaria, además de los principales campus universitarios. Los piquetes informativos organizados por asambleas de cada centro de estudio han logrado visibilizar aún más la protesta y organizarse para la manifestación de la tarde.",1600
717,2025-04-29,Guadalajara Digital JAL (sitio),Portales Estatales,Contratará el INE a 22 mil personas para el conteo de votos en elección judicial,El Instituto Nacional Electoral (INE) anunció la contratación de 75 personas eventuales por cada distrito electoral para apoyar en los cómputos de votos de la elección judicial.,3200
718,2025-04-29,Posta CDMX (Sitio),Portales Estatales,Abuelita es víctima de robo en su propia casa en Azcapotzalco,Ha causado mucha indignación un video que se difundió en redes en el que se observa a un delincuente agredir a una mujer de la tercera edad para robarla dentro de su domicilio.,216600
719,2025-04-29,Cursor en la Noticia HGO (Sitio),Portales Estatales,Infancias en riesgo: realidades crudas frente a derechos olvidados,"Ciudad de México, 29 de abril del 2025.- México es un país de contrastes y la niñez no es la excepción. Mientras algunos infantes crecen rodeados de afecto, educación y oportunidades, otros enfrentan desde temprana edad una serie de carencias y violencias que marcan sus vidas en forma profunda.",58500
720,2025-04-29,Periodismo y Ambiente CDMX (sitio),Portales Estatales,"Divulgación para infancias, la comprensión de la ciencia a edades tempranas","Con el objetivo de promover la comprensión de la ciencia de manera accesible y atractiva para los niños, así como despertar su curiosidad, fomentar el pensamiento crítico y promover una cultura científica desde edades tempranas, se llevó a cabo el programa Divulgación para infancias, presentado y moderado por la maestra Oriana Trejo Álvarez, del Departamento de Fomento del Conocimiento de la Dirección de Comunicación del Conocimiento de la Universidad Autónoma Metropolitana (UAM).",17500
721,2025-04-29,104.1 Radio Fórmula,Radio FM,"En entrevista, Myriam Urzúa, titular de la Secretaría de Gestión Integral de Riesgos y Protección Civil de la CDMX, habló sobre el simulacro nacional.","En entrevista, Miriam Urzúa, titular de la Secretaría de Protección Civil de la Ciudad de México, destacó la importancia del mega simulacro nacional realizado recientemente. 
 
 Miriam enfatizó que este ejercicio es fundamental para construir una ciudad más segura, humana, preparada y resiliente. Aproximadamente 8 millones de personas participaron, incluyendo estudiantes y personal de diversas universidades y organismos públicos. 
 
 El simulacro se llevó a cabo sin incidentes graves, con solo algunos casos menores de lesiones y crisis nerviosas. Se activaron los protocolos de emergencia en todas las alcaldías y se realizaron demostraciones de rescate en escenarios específicos. Miriam subrayó la relevancia de estos ejercicios en una zona sísmica como la Ciudad de México, destacando la mejora continua en las capacidades de alerta sísmica y la colaboración entre diversas autoridades.",1750000
722,2025-04-29,Expansión Política CDMX (sitio),Portales Estatales,"¿Hay clases el 5 de mayo en las universidades? BUAP, UNAM e IPN","El 5 de mayo es el aniversario de la Batalla de Puebla de 1862, un hecho histórico importante en México, y aunque no es establecido como un día de descanso oficial por la Ley Federal del Trabajo, algunas instituciones educativas lo consideran un festivo.",83400
723,2025-04-29,Expansión Política CDMX (sitio),Portales Estatales,La CDMX reporta fallas en 134 sistemas de alertamiento sísmico durante simulacro,El gobierno de la Ciudad de México reportó que 134 altavoces ubicados en distintas alcaldías presentaron fallas y no emitieron el alertamiento sísmico durante la el Simulacro Nacional de este martes 29 de abril.,83400
724,2025-04-29,Generación Universitaria CDMX (sitio),Portales Estatales,¿Qué universidades tendrán puente en mayo?,"Mayo siempre trae buenas noticias para quienes estudian o trabajan, porque los días festivos se acomodan perfecto para un merecido puente. Este 2025 no es la excepción, y varias universidades ya marcaron en su calendario qué días van a suspender clases.",196200
725,2025-04-29,98.5 El Heraldo Radio,Radio FM,"En entrevista, Cecilia Eligio, víctima de un ataque en el metro de la CDMX.","En entrevista, Cecilia Eligio, una trabajadora que utiliza el metro Centro Médico, compartió su experiencia de haber sido pinchada en el brazo mientras viajaba en un vagón lleno de gente. 
 
 Cecilia relató que inicialmente se sintió mareada y atribuyó su malestar a la multitud. Sin embargo, cuando comenzó a sentir ardor en el brazo, se dio cuenta de que había sido picada. A pesar de no haber sentido el pinchazo en el momento, encontró una pequeña herida que parecía exudar un líquido. 
 
 Después de enviar mensajes a su jefe y familiares, Cecilia perdió la conciencia brevemente y fue llevada al hospital, donde le tomaron muestras de sangre pero no le dieron resultados. A pesar de su malestar, decidió irse a casa sin esperar más tiempo. Actualmente, Cecilia está buscando atención en laboratorios privados para obtener resultados sobre lo que le inyectaron. 
 
 Cecilia expresó su preocupación y miedo por la situación, así como su desconfianza hacia las autoridades y el sistema de salud pública, ya que no recibió la atención adecuada ni los resultados de sus pruebas en el hospital.",1400000
726,2025-04-29,Alianza por la Salud Alimentaria (Sitio),Portales Nacionales,Presentamos plataforma ciudadana para vigilar la regulación de alimentos y bebidas en las escuelas del país,"Ciudad de México, 29 de abril, 2025. En el marco del Día del Niño y de la Niña, organizaciones que forman parte de la Alianza por la Salud Alimentaria presentaron una plataforma para monitorear el cumplimiento de la regulación de alimentos permitidos y no permitidos en todas las escuelas del país, tras un mes de implementarse de forma obligatoria. A través de la plataforma en el sitio www.miescuelasaludable.org, madres, padres, directivos, docentes y estudiantes podrán reportar si se siguen vendiendo refrescos, bebidas azucaradas, productos ultraprocesados, así como saber si hay una oferta de alimentos saludables como frutas, verduras, semillas y cereales, acceso a agua potable y si existen comités de vigilancia.",4000
727,2025-04-29,EdoMex 99.7 Uniradio,Radio FM,"Deportes, Criterio Noticias","- """"Deporte Universitario:"""" La Universidad Autónoma del Estado de México (UAEMéx) celebró el abanderamiento de su delegación deportiva para los Campeonatos Nacionales Universitarios 2025 de la Asociación Nacional de Universidades e Instituciones de Educación Superior (Nuies). Es la primera vez que los deportistas de la UAEMéx participan en este evento, que inició el 23 de abril y concluirá en mayo. La universidad será sede de las competencias de fútbol rápido y tenis de mesa. Marifer Noriega Medina, campeona panamericana y mundial de frontón, destacó la importancia de este evento para la comunidad universitaria.
 
 - """"Liga MX Femenil:"""" Monterrey avanzó a las semifinales de la Liga MX Femenil tras empatar 2-2 en el global con Tigres, gracias a un gol de Jermaine Sempoze en el minuto 93. Las semifinales enfrentarán a América contra Chivas y a Pachuca contra Rayadas. Los partidos de ida se jugarán el 1 y 2 de mayo, mientras que los de vuelta serán el 4 y 5 de mayo.
 
 - """"Liga Mexicana de Béisbol:"""" Comienza una nueva serie en la temporada número 100 de la Liga Mexicana de Béisbol. Algunos de los partidos destacados incluyen Olmecas contra Pericos, Águila de Veracruz contra Diablos Rojos del México, y Guerreros de Oaxaca contra Conspiradores de Querétaro. Otros encuentros incluyen a Piratas visitando a Leones de Yucatán, Tecos enfrentando a Rieleros, y más.
 
 - """"UEFA Champions League:"""" En el primer partido de las semifinales, Paris Saint Germain está ganando 1-0 al Arsenal en Inglaterra, con un gol de Ousmane Dembélé al minuto cuatro. El Arsenal tuvo oportunidades, incluyendo un gol anulado por fuera de juego tras un tiro libre de Declan Rice.",
728,2025-04-29,EdoMex 99.7 Uniradio,Radio FM,Las seis aspirantes a la rectoría de la UAEMex presentan sus propuestas a la comunidad universitaria.,"En el proceso de sucesión para la rectoría de la Universidad Autónoma del Estado de México (UAEMéx) para el periodo 2025-2029, las seis aspirantes han presentado sus propuestas en entrevistas y comparecencias. 
 
 Entre ellas, la doctora en Derecho y Ciencias Sociales, Laura Elizabeth Benumea González, abogó por el fortalecimiento de la UAEMéx como una institución más humana e incluyente, destacando la importancia de la gratuidad en la educación sin comprometer la calidad. 
 
 Por su parte, la doctora en Ciencias Económico Administrativas, Eréndira Fierro Moreno, visualizó a la universidad como un espacio de alta calidad académica y retribución social, mientras que la maestra en Derecho María José Bernáldez Aguilar propuso ampliar la cobertura educativa e incorporar la digitalidad. 
 
 La doctora en Ingeniería Térmica y Fluidos, María Dolores Durán García, sugirió revisar los productos alimenticios en las cafeterías universitarias, y Maricruz Moreno Zagal abogó por colaborar con los gobiernos para generar entornos seguros. 
 
 Martha Patricia Zarza Delgado propuso una reforma para dar representación a unidades académicas y centros universitarios. Las propuestas serán presentadas del 28 al 30 de abril a través de redes sociales de la UAEMéx.",
729,2025-04-29,EDT Estado del Tiempo MX (sitio),Portales Nacionales,"Museos, conciertos, anime y K-pop gratis en CDMX durante la Noche de Museos","Ciudad de México.- Este miércoles 30 de abril, la Ciudad de México se prepara para vivir una nueva edición de la Noche de Museos 2025, una iniciativa impulsada por la Secretaría de Cultura capitalina que invita a explorar los recintos culturales más emblemáticos de la metrópoli en horario extendido.",10100
730,2025-04-29,Noticias de la Ciencia (sitio),Portales Nacionales,Identifican un mecanismo clave en el control de la arquitectura celular,"En un estudio reciente, se ha conseguido identificar un nuevo mecanismo celular que permite a las células adaptar su arquitectura interna en situaciones de estrés. El hallazgo muestra que una proteína denominada PERK actúa reorganizando el espacio interior de la célula para que esta pueda seguir funcionando correctamente.",24959
731,2025-04-29,Juárez Digital CHIH (sitio),Portales Estatales,Contratará el INE a 22 mil personas para el conteo de votos en elección judicial,El Instituto Nacional Electoral (INE) anunció la contratación de 75 personas eventuales por cada distrito electoral para apoyar en los cómputos de votos de la elección judicial.,10500
732,2025-04-29,pueblaesverde (X),X,Identificación de Riesgo Ambiental en Territorios Indígenas: UAM,Identificación de Riesgo Ambiental en Territorios Indígenas: UAM,38
733,2025-04-29,El Peninsular BCS (sitio),Portales Estatales,Contratará el INE a 22 mil personas para el conteo de votos en elección judicial,El Instituto Nacional Electoral (INE) anunció la contratación de 75 personas eventuales por cada distrito electoral para apoyar en los cómputos de votos de la elección judicial.,84900
734,2025-04-29,Mujer es Más (sitio),Portales Nacionales,EL ARCÓN DE HIPATIA El feminicida de Iztacalco: la muerte no es justicia,Por. Saraí Aguilar,4000
735,2025-04-29,TAB La Verdad del Sureste,Prensa Estatal,Urge formalizar licenciaturas en materia de IA: PSI-México,Lograremos ampliar el liderazgo en tecnologías emergentes; traer a jóvenes capaces de impulsar la transformación digital; fortalecer la soberanía tecnológica de México a favor del pueblo.,
736,2025-04-29,VER El Heraldo de Xalapa,Prensa Estatal,El panorama de los profesionales en México,"""Siempre haráfaltaun médico veterinario dentro de la sociedad"", afirma Hadad Leones Viloria, coordinador médico del Hospital Veterinario de la Universidad del Valle de México (UVM), quien tiene más de 15 años de experiencia en el campo clínico de pequeñas especies.",
737,2025-04-29,VER El Heraldo de Martínez,Prensa Estatal,El panorama de los profesionales en México,"""Siempre hará falta un médico veterinario dentro de la sociedad"", afirma Hadad Leones Viloria, coordinador médico del Hospital Veterinario de la Universidad del Valle de México (UVM), quien tiene más de 15 años de experiencia en el campo clínico de pequeñas especies.",
738,2025-04-29,VER El Heraldo de Veracruz,Prensa Estatal,El panorama de los profesionales en México,"""Siempre haráfaltaun médico veterinario dentro de la sociedad"", afirma Hadad Leones Viloria, coordinador médico del Hospital Veterinario de la Universidad del Valle de México (UVM), quien tiene más de 15 años de experiencia en el campo clínico de pequeñas especies.",
739,2025-04-29,HGO El Sol de Hidalgo,Prensa Estatal,Sin cumplir su función planta tratadora de agua residuales,"Se iniciaron las pruebas de laboratorio al agua que supuestamente se esta saneando en la planta tratadora de aguas residuales que se localiza en la zona urbana, debido a que el liquido esta saliendo muy sucio al rio que atraviesa directamente este sector poblacional, afirmó el Secretario General Municipal de Atlapexco, José Pacheco Tuxpeño.",
740,2025-04-29,EDT Estado del Tiempo MX (sitio),Portales Nacionales,"Museos, conciertos, anime y K-pop gratis en CDMX durante la Noche de Museos","Ciudad de México.- Este miércoles 30 de abril, la Ciudad de México se prepara para vivir una nueva edición de la Noche de Museos 2025, una iniciativa impulsada por la Secretaría de Cultura capitalina que invita a explorar los recintos culturales más emblemáticos de la metrópoli en horario extendido.",10100
741,2025-04-29,Diario Cambio 22 QROO (sitio),Portales Estatales,"A Seis Años de la Reforma Laboral, Viejas Prácticas Sindicales Regresan al Amparo del Poder",Redacción/ CAMBIO 22,5000
742,2025-04-29,ContraLíneaTV,TV Paga,Estudiantes de la UNAM exigen subsidios para comedores y derogación de artículos del Estatuto General.,"Estudiantes de la Universidad Nacional Autónoma de México (UNAM) han organizado movilizaciones centradas en la demanda de subsidios para comedores y la derogación de varios artículos del Estatuto General. 
 
 La falta de comedores subsidiados en la UNAM, a diferencia de otras universidades públicas como la UACM, la UAM y la ENA, ha sido un punto de crítica. Los estudiantes solicitan que, aunque no sea comida gratuita, se ofrezcan precios accesibles. 
 
 La UNAM ha respondido sugiriendo que los estudiantes aprovechen las becas universales del gobierno federal, pero esto no ha satisfecho las demandas. 
 
 Los estudiantes también denuncian un intento de criminalizar la protesta estudiantil y la restricción de la libertad de expresión, citando artículos del reglamento del Tribunal Universitario y del Estatuto General de la UNAM que consideran violan su derecho a la protesta. 
 
 La Presidenta Claudia Sheinbaum ha enfatizado la importancia del diálogo abierto para resolver estos conflictos. 
 
 Los estudiantes continúan exigiendo la transparencia en el gasto de la UNAM y la creación de un órgano para supervisar el uso del presupuesto.",
743,2025-04-29,Nezahualcoyotl Digital EDO.MEX (Sitio),Portales Estatales,Contratará el INE a 22 mil personas para el conteo de votos en elección judicial,El Instituto Nacional Electoral (INE) anunció la contratación de 75 personas eventuales por cada distrito electoral para apoyar en los cómputos de votos de la elección judicial.,4000
