Fecha,Medio,Título,Resumen
2025-05-27,La Silla Rota (sitio),Pase UAM: las licenciaturas a las que sí puedes aplicar; este es el promedio que necesitas,"En un país con una creciente necesidad de profesionales calificados, estudiar una carrera universitaria se ha convertido en una meta clave para miles de jóvenes mexicanos. Obtener un título universitario no solo representa una vía para mejorar la calidad de vida, sino también una herramienta para reducir la desigualdad y fomentar el desarrollo económico y social."
2025-05-26,Infobae América (Sitio),Pase UAM vs Pase UNAM: en cuál es más difícil ingresar a una carrera sin hacer examen,"Los egresados de CCH, Prepa y Colegio de Bachilleres pueden acceder a una licenciatura con estos procesos, dependiendo el caso"
2025-05-26,La Silla Rota (sitio),Pase UAM: estas son las licenciaturas a las que sí puedes aplicar; este es el promedio que necesitas,"En un país con una creciente necesidad de profesionales calificados, estudiar una carrera universitaria se ha convertido en una meta clave para miles de jóvenes mexicanos. Obtener un título universitario no solo representa una vía para mejorar la calidad de vida, sino también una herramienta para reducir la desigualdad y fomentar el desarrollo económico y social."
2025-05-26,El Puntero CHIH (sitio),Realiza la UPNECH el Primer Encuentro Estatal de Posgrado,"Con el objetivo de fortalecer el diálogo académico entre alumnado y docentes, fomentando el análisis y la discusión, la Universidad Pedagógica Nacional del Estado de Chihuahua (UPNECH), recibió a 300 estudiantes de sus 12 unidades académicas en el Primer Encuentro Estatal de Posgrado."
2025-05-26,El Informador JAL (sitio),Marcha de la CNTE hoy 26 de mayo: estos son los bloqueos y alternativas viales,"Este día en Ciudad de México, colectivos y sindicatos llevarán a cabo movilizaciones que tendrán repercusión en la movilidad de las y los capitalinos"
2025-05-26,Posta CDMX (Sitio),"Marchas en CDMX, 8 alcaldías presentan afectaciones viales este lunes 26 de mayo","Para quienes viven o visitan la CDMX no solo deben cuidarse de las restricciones diarias del Hoy No Circula, sino que además deben de estar atentos a las marchas y concentraciones que diariamente da a conocer la Secretaría de Seguridad Ciudadana (SSC)."
2025-05-26,Publimetro (sitio),Marchas de la CNTE y otras organizaciones paralizarán CDMX el lunes 26 de mayo; rutas alternas,Para hoy se esperan diferentes manifestaciones y movilizaciones en la Ciudad de México; te compartimos qué hora y en dónde serán
2025-05-26,El Valle MEX (Sitio),"Estudiantes de la UNAM, UAM, UNRC y UACM debaten sobre el futuro del Poder Judicial","Ciudad de México.- Se celebró la Jornada de Debate Estudiantil Interuniversitario para reflexionar entre jóvenes de cuatro universidades públicas de la Ciudad de México: la Universidad Autónoma Metropolitana, campus Xochimilco, la Universidad Autónoma de la Ciudad de México (UACM), la Universidad Nacional Rosario Castellanos y la Universidad Nacional Autónoma de México (UNAM), sobre la elección de jueces y magistrados del Poder Judicial de la Federación."
2025-05-25,TV. Azteca MX (sitio),Pase UAM: Las licenciaturas a las que los Bachilleres que no tienen pase directo en 2025,El Pase UAM 2025 brinda a los Bachilleres una oferta de 57 licenciaturas que se imparten en cuatro planteles sin necesidad de presentar examen de admisión.
2025-05-25,La Razón On line (Sitio),"Clara Brugada recuerda a Ximena Guzmán, colaboradora asesinada: 'Siempre fue un sol'","La jefa de Gobierno Clara Brugada, publicó un mensaje en honor a quien fue su secretaria particular, Ximena Guzmán, asesinada el pasado 20 de mayo, a quien se refirió como una persona que ""siempre fue un sol en nuestro Gobierno""."
2025-05-25,Hoy Tamaulipas TAMPS (sitio),"Estudiantes de la UNAM, UAM, UNRC y UACM debaten sobre el futuro del Poder Judicial","Ciudad de México. - Se celebró la Jornada de Debate Estudiantil Interuniversitario para reflexionar entre jóvenes de cuatro universidades públicas de la Ciudad de México: la Universidad Autónoma Metropolitana, campus Xochimilco, la Universidad Autónoma de la Ciudad de México (UACM), la Universidad Nacional Rosario Castellanos y la Universidad Nacional Autónoma de México (UNAM), sobre la elección de jueces y magistrados del Poder Judicial de la Federación."
2025-05-24,Eje Central (sitio),UNAM desarrolla dispositivo nanotecnológico para tratar el Parkinson desde el cerebro,La Universidad Nacional Autónoma de México (UNAM) ha dado un paso significativo en la investigación del tratamiento del Parkinson al desarrollar un dispositivo nanotecnológico capaz de suministrar dopamina de manera directa al cerebro.
2025-05-24,De reporteros CDMX (Sitio),Lesiones bucales por VPH en niños y adolescentes ocurrirían sin contacto sexual,* La Unidad Xochimilco cuenta con una clínica de medicina y patología bucal que ofrece consultas gratuitas a la población en general
2025-05-24,La Jornada,La resistencia de las y los maestros,La resistencia de las y los maestros
2025-05-24,La Jornada (sitio),La resistencia de las y los maestros,"Hace ya años, Luz Elena Galván Lafarga, investigadora que revisaba las enormes pilas de correos que había recibido Porfirio Díaz entre 1908 y 1910, cayó en la cuenta de que la mayoría, 47 mil, eran cartas de maestras y maestros. Si se tiene en cuenta que en esa época el número total de maestros en el país era de no más de 12 mil, eso significaba que las y los maestros hacían lo único que en ese momento podían hacer: insistir, suplicar, una y otra vez. Muchas de ellas maestras, pero también hombres, pedían ayuda y solicitaban una plaza aunque fuera lejana al máximo gobernante, o un aumento de salario, una pensión, pues estaban viejos y en la miseria. Lo más punzante era el salario, pues salvo en algunos lugares donde más se requerían maestros, donde los sueldos podían acercarse a 100 pesos mensuales, lo común eran 40 pesos y en los pueblos eran de sólo 10 pesos. En su escrito Maestras y maestros en el tiempo (2016), la investigadora del Centro de Investigaciones y Estudios Superiores en Antropología Social (Ciesas) había analizado los salarios de otras profesiones, y encontró que no había uno solo de los estados analizados donde los salarios del maestro o maestra fueran iguales o más altos que el de un jornalero. Había además, por otro lado, la queja de que en la Ciudad de México un soldado ganaba 90 pesos y un maestro apenas 40 (todavía hoy la disparidad es clara: 8 mil pesos un nuevo maestro, 12 mil un nuevo soldado). Las cartas más conmovedoras eran las de mujeres solas, docentes que debían laborar también como costureras para mantener a la familia, y las maestras que recibirían una ridícula pensión. Pero también llaman la atención los escritos de ancianos maestros que piden al general Díaz que les provea de ropa, pues su saco ya está raído y temen que les quiten el empleo. Otros le piden libros (y le anexan los títulos) porque quieren prepararse mejor. Pero casi nunca había respuestas positivas. Justo Sierra, el entonces secretario de Educación y Bellas Artes, llamaba a los maestros ""apóstoles"" y ""heroicos"" y reconocía sus carencias, pero repetía ""no tenemos presupuesto"", y echaba la culpa a Ives Limantour, el secretario de Hacienda. Por eso, unos meses después, cuando en Chihuahua y en Puebla se dan los primeros enfrentamientos contra el Estado de Porfirio Díaz y sus fuerzas armadas, muchos maestros se volcaron del lado de los revolucionarios. Y, con su característica tenacidad, la profesora Galván hizo una lista de quienes se tiene ""la certeza de que estuvieron con el movimiento"", y no pocos directamente combatieron junto con Francisco Villa y Emiliano Zapata, pero también con Venustiano Carranza y Álvaro Obregón, mientras las mujeres eran correos, enfermeras y periodistas. Varios y varias fueron luego inspirados reformadores de la educación, notables políticos y hasta presidentes. Pero, desafortunadamente, ya en la lucha por qué proyecto de nación sería el fruto de la Revolución, en esa batalla no ganaron Villa ni Zapata y, tampoco, después, Cárdenas. Ganaron Carranza, Obregón y luego Manuel Ávila Camacho, Miguel Alemán Valdés... y Gustavo Díaz Ordaz y los demás que favorecieron directamente al capital y muy poco a los demás. Así, el presidente Carranza aceptó sólo a regañadientes que hubiera una nueva Constitución prefería la de 1857, y con dificultades admitió que ésta incluyera la distribución de la tierra y los derechos laborales, y a la educación sólo un mínimo agregado sobre el papel del Estado. Además, casi como para dejar clara su orientación, nombró a Félix Palavicini secretario de Educación, alguien sobre el que se refiere que buscaba ""civilizar a las clases bajas para uso de las altas"", pues ""si los niños de las clases trabajadoras seguían sin educación, estallarían pasiones incontrolables de avaricia, odio y envidias, y el anarquismo y el comunismo se apoderarían del país."" Acepta ""los derechos del trabajo, pero en el supuesto de que éste se resignara a las necesidades del capital y obedeciera a sus leyes"" (Meneses Morales et al.: Tendencias educativas oficiales en México:148). Esta propuesta explica por qué los maestros y estudiantes se han opuesto una y otra vez insistentemente a varios Palavacinis en la SEP actual y sus proyecto educativos. Y por eso, ahora el magisterio de la CNTE, que convirtió a Enrique Peña Nieto y su sexenio en un cadáver político y tumbó la reforma educativa, reclama al actual gobierno la reparación de la terriblemente injusta disminución en las pensiones (dos tercios menos); el rompimiento de la tradición que coloca en segundo plano al maestro frente a los soldados, y la derogación, entre otras, de la Ley del Issste, porque implica la obediencia a la ley sagrada de respetar el capital (y no gravarlo con impuestos como a todos); respetar el acuerdo de Morena con el PAN en las leyes de 2019-2021 y educar a niños y jóvenes en la fantasía del desarrollo armónico. Y por eso hoy crecen aquí y allá la inconformidad y la rebeldía. Y como aprendieron de la Revolución, no imploran: resisten e insisten.*UAM Xochimilco"
2025-05-23,BM Editores CDMX (sitio),"Entrega de Medallas ""Benjamín Lucio"" durante la XLIX Convención ANECA 2025","El Dr. Arturo Suazo, en su calidad de presidente de la Asociación Nacional de Especialistas en Ciencias Avícolas y anfitrión de la XLIX Convención Nacional 2025, celebrada en Guadalajara, Jalisco, ofreció la bienvenida a la cena de clausura patrocinada por la empresa AMLAN, y en donde se realizó la entrega de las Medallas ""Benjamín Lucio"", a 17 personajes por su trayectoria en la avicultura, por más de 30, 40 y 50 años."
2025-05-23,Así Sucede EDO.MEX (sitio),Científicos de la UNAM crean microdispositivo que podría revolucionar el tratamiento del Parkinson,"Investigadores de la Universidad Nacional Autónoma de México (UNAM) han desarrollado un dispositivo nanotecnológico con el potencial de transformar el tratamiento del mal de Parkinson, una enfermedad que deteriora el control muscular por la pérdida progresiva de neuronas encargadas de producir dopamina."
2025-05-23,INVDES (Sitio),Científicos de la UNAM crean microdispositivo que podría revolucionar el tratamiento del Parkinson,"nvestigadores de la Universidad Nacional Autónoma de México (UNAM) han desarrollado un dispositivo nanotecnológico con el potencial de transformar el tratamiento del mal de Parkinson, una enfermedad que deteriora el control muscular por la pérdida progresiva de neuronas encargadas de producir dopamina."
2025-05-22,CCO Noticias (sitio),La UAM lanza el Pase UAM 2025: ingreso directo para alumnos del Colegio de Bachilleres,"Ciudad de México, 23 de mayo de 2025. Por primera vez, la Universidad Autónoma Metropolitana (UAM) ha implementado el Pase UAM 2025, un programa que permite a estudiantes del Colegio de Bachilleres (Colbach) acceder a 57 licenciaturas sin presentar examen de admisión."
2025-05-22,98.5 El Heraldo Radio,"En entrevista, Carlos Ornelas, profesor de la UAM, habló sobre el paro de la CNTE. (Parte 2).","En entrevista, Carlos Ornelas, profesor de educación y comunicación de la Universidad Autónoma Metropolitana y especialista en temas educativos, expresó su opinión sobre la situación actual de la Coordinadora Nacional de Trabajadores de la Educación (CNTE). 
 
 Ornelas comentó que la coordinadora está creciendo en membresía debido a la insatisfacción de los maestros de base con las jubilaciones bajas, que perciben como insuficientes. Señaló que, aunque la presidenta del país quisiera resolver la situación, la economía está al borde de la recesión y enfrenta múltiples problemas, lo que limita las posibilidades de aumento salarial. 
 
 Ornelas predice que las negociaciones no serán efectivas y que la CNTE continuará luchando por mejores condiciones, como un aumento salarial del 12% en lugar del 10%. También mencionó la importancia de la reforma de la Usicamm y sugirió que la presidenta podría decidir el futuro de esta institución en la próxima reunión."
2025-05-22,UAM CDMX (Sitio),La UAM apuesta por la redefinición de la educación superior,Número 298
2025-05-22,98.5 El Heraldo Radio,"En entrevista, Carlos Ornelas, profesor de la UAM, habló sobre el paro de la CNTE. (Parte 1).","En entrevista, Carlos Ornelas, profesor de educación y comunicación en la Universidad Autónoma Metropolitana, unidad Xochimilco, analizó la situación del paro de la CNTE. 
 
 Ornelas explicó que el conflicto tiene raíces históricas, señalando que López Obrador, cuando era candidato, prometió abrogar la reforma educativa de Peña Nieto y mejorar las condiciones laborales de los maestros. Sin embargo, ya en el gobierno, no cumplió completamente con estas promesas, lo que ha llevado a la CNTE a sentirse defraudada. 
 
 Destacó que, aunque se han hecho algunos cambios, como la eliminación del Instituto Nacional para la Evaluación de la Educación, no se ha regresado al sistema anterior que controlaba completamente la trayectoria profesional de los maestros. Ornelas también mencionó que la CNTE busca la abrogación total de la reforma educativa neoliberal y el regreso a un sistema más favorable para los sindicatos, lo que podría paralizar el avance en la educación básica. 
 
 En resumen, Ornelas considera que la falta de cumplimiento de las promesas por parte del gobierno ha llevado a la CNTE a la protesta actual."
2025-05-22,HGO Plaza Juárez,Agenda educativa // Política educativa alimentaria: Los comedores universitarios (IV),Política educativa alimentaria: Los comedores universitarios (IV).
2025-05-22,Metro Noticias MX (Sitio),"Participación activa de mujeres en disciplinas STEM posibilita equidad, movilidad social y desarrollo justo","Promover la participación activa de mujeres y jóvenes en las disciplinas STEM enriquece el conocimiento y amplía las posibilidades de equidad, movilidad social y desarrollo con justicia, afirmó el doctor José Antonio De los Reyes Heredia, rector general de la Universidad Autónoma Metropolitana (UAM)."
2025-05-22,Milenio (sitio),Continua investigación para dar con responsables de asesinato de Ximena Guzmán y José Muñoz,"El martes 20 de mayo, un hombre armado atacó a balazos a Ximena Guzmán y José Muñoz, funcionarios del equipo de la jefa de Gobierno de la Ciudad de México, de Clara Brugada, en la alcaldía Benito Juárez."
2025-05-22,A tiempo TV COAH (sitio),Los Suspirantes... Destacan perfil de Fabiola,"Morelia, Michoacán, 22 de mayo de 2025.- En los corrillos políticos circula un estudio de ""Posicionamiento y Contrastes"" sobre los posibles perfiles femeninos del Morena para la gubernatura de Michoacán."
2025-05-22,Re@lidad Oaxaca OAX (Sitio),"Difunden foto del presunto asesino de Ximena Guzmán y José Muñoz, funcionarios de CdMx",MILENIO
2025-05-22,Noticias IMER (Sitio),Mexicanos crean tratamiento para el Parkinson a escala nanométrica,La UNAM y la UAM-X buscan desarrollar un dispositivo que a escala nanométrica revolucione el tratamiento del Parkinson directo en el cerebro.
2025-05-21,Milenio (sitio),"Difunden foto del presunto asesino de Ximena Guzmán y José Muñoz, funcionarios de CdMx","El periodista y conductor del programa C4 en Alerta, Carlos Jiménez, reveló el rostro del hombre que presuntamente le disparó a los colaboradores de la jefa de Gobierno de la Ciudad de México, Clara Brugada, sobre la Calzada de Tlalpan, a la altura de la colonia Moderna."
2025-05-21,Excélsior (Sitio),"Nombran Ximena Guzmán a Casa de Cuidados en CDMX, en honor a funcionaria asesinada","La primera Casa de Cuidados de la Ciudad de México (CDMX) se llamará Ximena Guzmán en honor de la secretaria particular de la jefa de Gobierno, Clara Brugada."
2025-05-21,JAL Página 24,"Ximena Josefina Guzmán, Mano Derecha de Brugada","Ximena Josefina Guzmán Cuevas se desempeñaba como secretaria particular de la jefa de Gobierno, puesto que ocupó desde 2018 cuando Clara Brugada Molina aún era alcaldesa de Iztapalapa. Era conocida por ser una de las manos derechas de la mandataria."
2025-05-21,ZAC Página 24,"Ximena Josefina Guzmán, Mano Derecha de Brugada","Ximena Josefina Guzmán Cuevas se desempeñaba como secretaria particular de la jefa de Gobierno, puesto que ocupó desde 2018 cuando Clara Brugada Molina aún era alcaldesa de Iztapalapa. Era conocida por ser una de las manos derechas de la mandataria."
2025-05-21,Diario A Discusión SIN (sitio),"Esta fue la ruta de escape que siguió el asesino de Ximena Guzmán y José Muñoz, colaboradores de Clara Brugada",Las autoridades capitalinas han identificado los pasos clave que siguió el responsable y sus cómplices
2025-05-21,JAL El Diario NTR,Ximena pasó años a lado de Brugada,"Estudió Sociología por la UAM Xochimilco y era maestra en sociología por la Escuela de Altos Estudios en Ciencias Sociales de París. Trabajó en áreas educativas y de gobierno en Iztapalapa y la Ciudad de México. Fue secretaria particular de Clara Brugada de 2018 a 2024, cargo en el que continuó al lado de la jefa de Gobierno."
2025-05-21,YUC 24 Horas Yucatán,Deportista de alto rendimiento y socióloga,"Para quienes compartieron el trabajo con Ximena Guzmán Cuevas, la recordarán por su pasión hacia el atletismo, el ciclismo y la natación, así como ser de las primeras funcionarios en llegar a la oficina y ser la última en retirarse ya que era la secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada."
2025-05-21,HGO La Crónica de Hidalgo,"Estoy muy triste, seguiré en el combate contra la inseguridad: jefa de Gobierno","Posterior al asesinato de su secretaria particular, Ximena Guzmán y su asesor, José Muñoz, la jefa de Gobierno, Clara Brugada, ofreció un mensaje, en el que con tristeza y vestida de color negro, lamentó la muerte de sus colaboradores con quienes por muchos años, relató, compartió anhelos y luchas, por transformar, primero, Iztapalapa y ahora la Ciudad de México."
2025-05-21,ZAC NTR,Ximena pasó años a lado de Brugada,"Estudió Sociología por la UAM Xochimilco y era maestra en sociología por la Escuela de Altos Estudios en Ciencias Sociales de París. Trabajó en áreas educativas y de gobierno en Iztapalapa y la Ciudad de México. Fue secretaria particular de Clara Brugada de 2018 a 2024, cargo en el que continuó al lado de la jefa de Gobierno."
2025-05-21,Maya Comunicación (Sitio),¿Quiénes fueron Ximena Guzmán y José Muñoz? Dos pilares del servicio público en la CDMX.,"Ciudad de México, 21 de mayo de 2025.-Con una vida dedicada al servicio público, Ximena Josefina Guzmán Cuevas y José Muñoz Vega no solo construyeron sólidas trayectorias en la administración gubernamental, sino que también dejaron una profunda huella en la transformación social y política de la Ciudad de México."
2025-05-21,Metro Noticias MX (Sitio),Quienes eran Ximena Josefina Guzmán Cuevas y José Muñoz Vega,XIMENA JOSEFINA GUZMÁN CUEVAS
2025-05-21,AGS Página 24 Aguascalientes,"Ximena Josefina Guzmán, Mano Derecha de Brugada","Ximena Josefina Guzmán Cuevas se desempeñaba como secretaria particular de la jefa de Gobierno, puesto que ocupó desde 2018 cuando Clara Brugada Molina aún era alcaldesa de Iztapalapa. Era conocida por ser una de las manos derechas de la mandataria."
2025-05-21,TAMPS Tamaulipas Milenio,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",ARMANDO MARTÍNEZ Y AZUCENA RANGEL/CIUDAD DE MÉXICO.
2025-05-21,Milenio (sitio),Noticias del asesinato de funcionarios de Clara Brugada HOY 21 de mayo: Despiden a Ximena Guzmán y José Muñoz,"La mañana del martes 20 de mayo, Ximena Guzmán y José Muñoz, secretaria y asesor de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fueron asesinados a balazos en un ataque directo en calzada de Tlalpan."
2025-05-21,PUE Publimetro,Asesinato de cercanos a Brugada conmociona al pais,Ximena Guzmán y José Muñoz fueron asesinados en Calzada de Tlalpan.
2025-05-21,JAL Milenio Jalisco,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
2025-05-21,GTO Publimetro León,Asesinato de asesor y secretaría de Clara Brugada conmociona a todo el país,"Ximena Guzmán y José Muñoz, brazos izquierdos' de la jefa de Gobierno de la CDMX, fueron asesinados en Calzada de Tlalpan; Morena acusa intento de desestabilización del Gobierno."
2025-05-21,El Universal,LA SOCIÓLOGA QUE SE CONVIRTIÓ EN MANO DERECHA,PERFIL XIMENA JOSEFINA GUZMAN CUEVAS Secretaria particular de Clara Brugada.
2025-05-21,Excélsior,Atleta comprometida con Utopías,Fue campeona en atletismo y una seguidora de Los Ágeles Azules.
2025-05-21,Infobae América (Sitio),"Vecino de la colonia Moderna relata cómo asesinaron a Ximena Guzmán y José Muñoz: ""Traían chalecos verdes""","Mientras las autoridades reconstruyen la ruta de escape seguida por los agresores, habitantes de la zona han comenzado a narrar lo que presenciaron la mañana del martes 20 de mayo, en la colonia Moderna, donde ocurrió el ataque que terminó con la vida de Ximena Guzmán y José Muñoz, colaboradores de la Jefa de Gobierno de la Ciudad de México, Clara Brugada."
2025-05-21,Infobae América (Sitio),"Esta fue la ruta de escape que siguió el asesino de Ximena Guzmán y José Muñoz, colaboradores de Clara Brugada","La Fiscalía General de Justicia de la Ciudad de México (FGJCDMX) investiga el asesinato de Ximena Guzmán Cuevas, secretaria particular de la jefa de Gobierno Clara Brugada, y de su asesor José Muñoz Vega. Ambos funcionarios fueron asesinados a balazos la mañana del martes 20 de mayo, en un ataque directo perpetrado en la Calzada de Tlalpan, a la altura de la colonia Moderna, en la alcaldía Benito Juárez."
2025-05-21,NL Milenio Monterrey,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
2025-05-21,Reforma.com (sitio),Unidos a Brugada: ellos eran los funcionarios atacados,"Ximena Guzmán Cuevas tenía al menos 16 años de colaborar con la Jefa de Gobierno, Clara Brugada. Caminó junto a ella desde su primera gestión al frente de Iztapalapa."
2025-05-21,PUE Milenio,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
2025-05-21,Reforma,De confianza,"Aunque poco visibles en eventos públicos, ambos tenían un papel fundamental en el Gobierno."
2025-05-21,Universal Gráfico,Xime y Pepe eran gente de bien... estar,"En su perfil de X se describió a sí misma como ""socióloga del deporte, corredora de ida y de regreso, viajera y amante del precipicio""."
2025-05-21,Excélsior (Sitio),"Ximena Guzmán, una atleta comprometida con Utopías","Ximena Josefina Guzmán Cuevas era amante del atletismo, los viajes y de la música de Caetano Veloso y de Los Ángeles Azules."
2025-05-21,HGO Milenio,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
2025-05-21,EDO.MEX Milenio Edo. México,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
2025-05-21,COAH Milenio,Recuerdan a Ximena y José como servidores ejemplares,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros."
2025-05-21,Ovaciones,Ximena pasó años a lado de Brugada,"Estudió Sociología por la UAM Xochimilco y era maestra en sociología por la Escuela de Altos Estudios en Ciencias Sociales de París. Trabajó en áreas educativas y de gobierno en Iztapalapa y la Ciudad de México. Fue secretaria particular de Clara Brugada de 2018 a 2024, cargo en el que continuó al lado de la jefa de Gobierno."
2025-05-21,EDO.MEX El Universal Estado de México,La Socióloga que se Convirtió en Mano Derecha,PERFIL XIMENA JOSEFINA GUZMAN EVAS Secretaria particular de Clara Brugada.
2025-05-21,Publimetro,Ataque directo al Gobierno de CDMX,"La doble ejecución de la secretaria particular de Clara Brugada y de uno de sus asesores fue perpetrada por un solo sujeto, quien disparó al menos 12 veces a sus víctimas y huyó a pie por la Calzada de Tlalpan."
2025-05-21,La Hoguera (Sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz, colaboradores de Clara Brugada?","Este martes 20 de mayo, Ciudad de México (CDMX) fue escenario de un crimen conta dos de los colaboradores más cercanos a la jefa de Gobierno de Ciudad de México (CDMX), Clara Marina Brugada Molina: Ximena Josefina Guzmán Cuevas, su secretaria particular, y José Muñoz Vega, coordinador de asesores."
2025-05-21,Milenio Diario,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
2025-05-21,El Universal (sitio),La socióloga que se convirtió en mano derecha,"Ximena Josefina Guzmán Cuevas se desempeñaba como secretaria particular de la jefa de Gobierno, puesto que ocupó desde 2018 cuando Clara Brugada Molina aún era alcaldesa de Iztapalapa. Era conocida por ser una de las manos derechas de la mandataria."
2025-05-21,El Sol de México,Asesinan a la mano derecha de la jefa de Gobierno,CONFIRMAN ATAQUE DIRECTO
2025-05-21,24 Horas,Deportista de alto rendimiento y socióloga,"Para quienes compartieron el trabajo con Ximena Guzmán Cuevas, la recordarán por su pasión hacia el atletismo, el ciclismo y la natación, así como ser de las primeras funcionarias en llegar a la oficina y ser la última en retirarse ya que era la secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada."
2025-05-21,La Crónica de Hoy,"""Estoy muy triste.. continuará el combate contra la inseguridad"", afirmó la Jefa de Gobierno","continuará el combate contra la inseguridad"", afirmó la Jefa de Gobierno."
2025-05-21,El Heraldo de México,Atentado en CDMX,#MUERENDOSFUNCIONARIOS
2025-05-21,La Jornada AGS (sitio),"¿Quién era Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, Jefa de Gobierno de la CDMX?","Ximena Guzmán Cuevas fue una destacada servidora pública mexicana, licenciada en Sociología por la Universidad Autónoma Metropolitana (UAM) Xochimilco y con una maestría en la misma área por la Escuela de Altos Estudios en Ciencias Sociales (EHESS) de París, Francia."
2025-05-21,Julio Astillero (sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz, funcionarios de la CDMX asesinados en Tlalpan? (nota de Maleny Navarro en OEM-Informex)",Ximena Guzmán y José Muñoz colaboraban con Clara Brugada desde que era alcaldesa de Iztapalapa.
2025-05-21,Proceso (sitio),"Lo que se sabe del asesinato de Ximena Guzmán y José Muñoz, colaboradores de Brugada","CIUDAD DE MÉXICO (apro).- Ximena Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, y José Muñoz Vega, asesor de seguridad metropolitana, fueron asesinados el 20 de mayo en un ataque directo registrado en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,Ángulo 7 PUE (sitio),"El trágico homicidio de Ximena Guzmán y José Muñoz en CDMX, así son recordados","Ximena Guzmán y José Muñoz, de 42 y 40 año respectivamente, fueron víctimas de homicidio en la CDMX luego de un fuerte atentado en Calzada de Tlalpan. La presidenta, Claudia Sheinbaum, y la jefa de gobierno, Clara Brugada, expresaron sus condolencias, pero, ¿quiénes eran?"
2025-05-20,Politicus SON (sitio),"¿Quién era Ximena Guzmán, la secretaria particular de Brugada que fue asesinada?","Ximena compartía en redes su gusto musical por Silvio Rodríguez y el progreso de su huerto de moras azules, un producto que comercializaba con la marca Filodecielo."
2025-05-20,Canal 120 Milenio,"Ximena Guzmán Cuevas y José Muñoz Velázquez fueron asesinados en Calz. de Tlalpan, CDMX.","Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, y José Muñoz Velázquez, asesor en temas de seguridad y desarrollo social, fueron asesinados este martes en Calzada de Tlalpan, cerca del Metro Xol, en la alcaldía Benito Juárez. 
 
 Guzmán Cuevas, socióloga de la UAM Xochimilco y maestra en Sociología por la Escuela de Altos Estudios en Ciencias Sociales en París, Francia, tenía 42 años y una extensa trayectoria en el servicio público, ocupando cargos como subdirectora de Giras y Reuniones de Trabajo en la Secretaría de Gobierno y subdirectora de Seguimiento del Jefe de Gobierno durante la administración de Miguel Ángel Mancera. 
 
 Por su parte, Muñoz Velázquez, politólogo de 40 años, fue colaborador de Brugada en Iztapalapa, donde se desempeñó como coordinador de seguridad y asesor. 
 
 Ambos eran figuras destacadas en el ámbito público, y sus asesinatos han generado indignación y demandas de justicia por parte de las autoridades."
2025-05-20,La Razón On line (Sitio),Pase UAM 2025: este promedio pide para el ingreso sin examen de admisión,"La Universidad Autónoma Metropolitana (UAM) ha publicado oficialmente la convocatoria para el Pase UAM 2025, un proceso dirigido exclusivamente a egresados del Colegio de Bachilleres que deseen continuar su formación académica en alguna de las unidades de esta institución. Esta iniciativa busca reconocer el mérito académico de los estudiantes con mejores promedios y facilitar su ingreso a nivel licenciatura."
